Attempt_name,Avg_dist,Avg_dist_Dutch,Avg_dist_German,Avg_dist_International,Avg_dist_FSE,Avg_dist_FA,Avg_dist_FEB,Avg_dist_FBSS,Avg_dist_FTRS,Avg_dist_FMS,Avg_dist_FL,Avg_dist_FSS,Avg_dist_FP,Avg_dist_OT,Avg_dist_O,Avg_dist_UCG,Avg_number_of_con_p_student,Min_number_of_con_p_student,Max_number_of_con_p_student,Avg_dist_over_5_associations,Avg_dist_over_3_associations;;;;;;;;;;;;;;;;;;;;;
default;2,856666667;2,788419678;3,019057172;3,105639396;2,24852071;2,500513663;2,438620274;2,404627123;2,385786802;2,370726194;2,472295515;2,534464475;2,432432432;1;2;1,965065502;90,1526;9;267;2,404809619;2,81938326
default;2,83;2,779145609;3,001523616;3,075819672;2,295454545;2,50399361;2,446501745;2,353823088;2,52688172;2,444629014;2,444867955;2,30429989;2,408256881;1,333333333;2;2,008032129;89,86673333;4;263;2,404671934;2,817558176
default;2,843333333;2,792804508;2,967254408;3,096056623;2,254580521;2,497954173;2,440286019;2,389358528;2,35;2,373106564;2,515035539;2,502744237;2,371134021;1,052631579;0,833333333;1,869918699;89,89973333;6;259;2,452635205;2,805674902
default;2,803333333;2,779716514;2,993164063;3,123813541;2,230576441;2,503564881;2,427590325;2,345740694;2,619047619;2,436434758;2,495965573;2,502685285;2,446808511;1;2,727272727;1,991701245;90,87126667;5;268;2,420424403;2,818818908
default;2,883333333;2,769637593;2,968106996;3,087409783;2,218862219;2,51614205;2,444511551;2,385229541;2,251308901;2,433951658;2,480957563;2,406015038;2,345132743;0,588235294;-1;2,12;90,95446667;7;278;2,455185659;2,817170819
knows_no_one_at_study;3,063333333;2,942635794;3,491335372;3,47886211;2,465045011;2,809934319;2,73935367;2,857864176;3,12849162;3,041511442;2,92909937;3,205394191;3,3401222;6,363636364;-1;3,495575221;52,64553333;1;222;2,527040315;2,991119005
knows_no_one_at_study;3,073333333;2,928428733;3,566158387;3,517506578;2,435775452;2,853668423;2,768833536;2,876262626;4,134615385;2,964989059;2,867965368;3,271794872;3,318077803;2,727272727;3,076923077;3,13559322;52,43946667;1;223;2,513623978;3,00780379
knows_no_one_at_study;3,073333333;2,937262357;3,543467209;3,520147269;2,427843803;2,829188748;2,771249809;2,864918357;3,896713615;2,9560949;2,908992416;3,197740113;3,470319635;3,888888889;-1;3,304347826;53,26086667;1;224;2,485226527;3,009182531
knows_no_one_at_study;3,026666667;2,943296283;3,526891956;3,607972057;2,430107527;2,839078115;2,747202903;2,843834273;3,930348259;2,913211719;2,899048626;3,305613306;3,538812785;5;5,833333333;3,348017621;52,273;1;220;2,553856845;2,995626172
knows_no_one_at_study;3,006666667;2,917950276;3,460207612;3,590263692;2,401804172;2,85182889;2,767286245;2,825477707;4,017467249;2,900136799;2,90225151;3,147540984;3,456221198;6,363636364;5,833333333;3,2421875;53,32366667;1;237;2,495905667;3,01347252
knows_no_one_at_study_faculty;4,31;3,305813852;6,53957529;6,662596663;3,352841231;4,591666667;4,150971599;4,295415959;4,469273743;4,964028777;4,554299237;4,522019334;4,12345679;5;-1;3,347639485;29,77553333;1;186;2,589256996;4,141113823
knows_no_one_at_study_faculty;4,25;3,316973593;6,434651978;6,716208074;3,201177625;4,456075534;4,264373019;4,439741036;4,27184466;5,04947847;4,732742412;4,501084599;4,256198347;3,846153846;-1;3,3203125;28,65353333;1;172;2,699579832;4,131298255
knows_no_one_at_study_faculty;4,23;3,298629186;6,431784108;6,585809582;3,313677002;4,405608616;4,283541223;4,358722359;4,786729858;5,223311547;4,671052632;4,314345992;4,458438287;2,857142857;-1;3,722943723;29,7242;1;190;2,603291905;4,106872944
knows_no_one_at_study_faculty;4,39;3,323766036;6,435950413;6,638390215;3,445249905;4,586220954;4,232579323;4,350585938;4,950980392;5,080078674;4,614558152;4,409448819;4,297188755;5,384615385;2,307692308;3,922413793;29,5002;1;191;2,648648649;4,109984885
knows_no_one_at_study_faculty;4,366666667;3,2952323;6,547559134;6,720623501;3,357976654;4,618880397;4,089291012;4,1123819;5,348837209;5,06122449;4,778713006;4,649406688;4,415011038;7;-1;4,125;29,12273333;1;181;2,668017562;4,190412486
no_random_conn;3,653333333;3,672508501;3,599595551;3,784421715;2,279482725;2,535816619;2,454351795;2,417334669;2,41025641;2,430008154;2,511246361;2,516129032;2,383073497;0,666666667;0,909090909;1,872659176;72,6454;5;235;2,703333333;3,516110292
no_random_conn;3,663333333;3,648094864;3,730916031;3,699154249;2,256109112;2,582619339;2,494251111;2,420159681;2,673267327;2,421254451;2,476522672;2,422997947;2,424942263;0,909090909;1;1,872340426;72,30173333;6;237;2,707090789;3,542502899
